,,,,LANÇAMENTOS POR DATA DE PAGAMENTOS,,,,,,,,,,,,,,
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,36071,,SIND. DA IND. DA CONSTR. CIVIL DE GRANDES ESTRUTURAS NO ESTA,,TRANSFERENCIA DE ARQUIVOS,TITULOS OUTROS BANCOS,9/9/2022,9/9/2022,9/9/2022,750.00,0,0,0,0,750.00,REF A CONTRIBUIÇAO DE ASSOCITATIVA 01/06 - 3 de 6,ANUALIDADES - SINDUSCON
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,36101,,PREFEITURA DO MUNICIPIO DE SAO PAULO,36201,TRANSFERENCIA DE ARQUIVOS,ISS,9/12/2022,9/12/2022,9/12/2022,237.21,0,0,0,0,237.21,ISS -  N.F.: 36201 - EMPRESA TEJOFRAN DE SANEAMENTO E SERVICOS LTDA,MATERIAL DE LIMPEZA
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,36104,,REIS OFFICE PRODUCTS SERVICOS LTDA,,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,9/12/2022,9/12/2022,9/12/2022,2777.31,0,0,0,0,2777.31,"LOCAÇAO, MANUTENÇAO E SUPRIMENTOS - IMPRESSORA CANON",MANUTENÇÃO DE EQUIPAMENTOS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,36104,,MARSALA EVENTOS EIRELI,980,TRANSFERENCIA DE ARQUIVOS,CREDITO EM C/C,9/12/2022,9/12/2022,9/12/2022,2000.00,0,0,0,0,2000.00,N.F. NO. 980                           ,CAMPANHAS E BRINDES
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,36104,,SOLO NETWORK BRASIL S.A.,77713,TRANSFERENCIA DE ARQUIVOS,TITULOS OUTROS BANCOS,9/12/2022,9/12/2022,9/12/2022,13276.71,0,0,0,0,13276.71,N.F. NO. 77713                         ,SOFTWARE - AQUISIÇÃO DE LICEN.
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,36104,,DOORS TECH SISTEMAS LTDA ME,2883,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,9/12/2022,9/12/2022,9/12/2022,1392.60,0,0,0,0,1392.60,N.F. NO. 2883                           - SISTEMA FOLHA,SOFTWARE - AQUISIÇÃO DE LICEN.
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,36104,,INOVTI SOLUCOES EM INFORMATICA LTDA ME,,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,9/12/2022,9/12/2022,9/12/2022,2346.55,0,0,0,0,2346.55,LOCAÇAO DE 12 MINI PCS INTEL C WIN 10 PRO /OFFICE2013,SOFTWARE - AQUISIÇÃO DE LICEN.
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,36104,,VIA AGENCIA DIGITAL LTDA,5654,TRANSFERENCIA DE ARQUIVOS,TITULOS OUTROS BANCOS,9/12/2022,9/12/2022,9/12/2022,1624.00,0,0,0,0,1624.00,N.F. NO. 5654                           - MANUTENÇAO DO WEBSITE E MARKETING ,CRIAÇÃO E MANUTENÇÃO SITE
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,36104,,CLARO NXT TELECOMUNICACOES S/A,58160039,TRANSFERENCIA DE ARQUIVOS,CONCESSIONÁRIAS,9/12/2022,9/12/2022,9/12/2022,146.06,0,0,0,0,146.06,N.F. NO. 58160039                       - REF NET TV DIGITAL 13 ANDAR,INTERNET
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,36104,,CARLOS LOPES E ELISABETE LOPES SOCIEDADE DE ADVOGADOS,,TRANSFERENCIA DE ARQUIVOS,CREDITO EM C/C,9/12/2022,9/12/2022,9/12/2022,726.36,0,0,0,0,726.36,REEMBOLSO DE GASTOS ,LEGAIS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,36104,,BUTORI E QUEIROZ SOCIEDADE DE ADVOGADOS,,TRANSFERENCIA DE ARQUIVOS,CREDITO EM C/C,9/12/2022,9/12/2022,9/12/2022,54.20,0,0,0,0,54.20,REEMBOLSO REF DESPESAS LEGAIS ,LEGAIS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,36104,,PRADO CHAVES ARQUIVOS E SISTEMAS LTDA,49821,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,9/12/2022,9/12/2022,9/12/2022,3089.43,0,0,0,0,3089.43,N.F. NO. 49821                         ,ARQUIVO MORTO
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,36105,,GPBR PARTICIPAÇÕES LTDA,,TRANSFERENCIA DE ARQUIVOS,PIX C/C,9/12/2022,9/12/2022,9/12/2022,673.40,0,0,0,0,673.40,REPASSE COLABORADORES ,PESSOAL - CURSOS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,36104,,SOMPO SAUDE SEGUROS S.A.,,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,9/12/2022,9/12/2022,9/12/2022,67341.56,0,0,0,0,67341.56,PGTO - PLANO DE SAUDE FUNC CRY,PESSOAL - ASSISTENCIA MEDICA
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,36104,,J DI PAES E DOCES LTDA EPP,967,TRANSFERENCIA DE ARQUIVOS,CREDITO EM C/C,9/13/2022,9/13/2022,9/13/2022,607.20,0,0,0,0,607.20,N.F. NO. 967                           ,ALIMENTAÇÃO
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,36104,,TELEFONICA BRASIL S A (VIVO),274615960,TRANSFERENCIA DE ARQUIVOS,CONCESSIONÁRIAS,9/14/2022,9/14/2022,9/14/2022,2998.37,0,0,0,0,2998.37,N.F. NO. 274615960                     ,INTERNET
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,36104,,MARQUEZANI COMERCIO DE PRODUTOS PARA INFORMATICA LTDA,11594,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,9/14/2022,9/14/2022,9/14/2022,1797.00,0,0,0,0,1797.00,N.F. NO. 11594                         ,HARDWARE - AQUISIÇÃO E MAN.
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,36104,,TELEFONICA BRASIL S/A,,TRANSFERENCIA DE ARQUIVOS,CONCESSIONÁRIAS,9/14/2022,9/14/2022,9/14/2022,559.98,0,0,0,0,559.98,CONTA CEL DR RICARDO ,TELEFONIA MOVEL
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,36101,,PREFEITURA DO MUNICIPIO DE SAO PAULO,,TRANSFERENCIA DE ARQUIVOS,IPTU,9/15/2022,9/15/2022,9/15/2022,553.84,0,0,0,0,553.84,IPTU SOBRE CONJUNTO 103  10 ANDAR  01/10 - CONTRIBUINTE:036.019.0311-3 - 8 de 10,IPTU
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,36101,,PREFEITURA DO MUNICIPIO DE SAO PAULO,,TRANSFERENCIA DE ARQUIVOS,IPTU,9/15/2022,9/15/2022,9/15/2022,577.54,0,0,0,0,577.54,IPTU SOBRE CONJUNTO 0102  10 ANDAR  01/10 - CONTRIBUINTE:036.019.0310-5 - 8 de 10,IPTU
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,2022004647,,AUTODOC PROCESSAMENTO DE DADOS LTDA,186665,BORDERO, ,9/15/2022,9/15/2022,9/15/2022,3365.00,0,0,0,0,3365.00,N.F. NO. 186665                        ,OBRA - CUSTOS DIRETOS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,36101,,PREFEITURA DO MUNICIPIO DE SAO PAULO,,TRANSFERENCIA DE ARQUIVOS,IPTU,9/15/2022,9/15/2022,9/15/2022,795.96,0,0,0,0,795.96,IPTU SOBRE CONJUNTO 101  10 ANDAR  01/10 - CONTRIBUINTE:036.019.0309-1 - 8 de 10,IPTU
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,2022004647,,LOGGI TECNOLOGIA LTDA,4399949,BORDERO, ,9/15/2022,9/15/2022,9/15/2022,23.25,0,0,0,0,23.25,N.F. NO. 4399949                       ,MENSAGEIRO
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,2022004647,,LOGGI TECNOLOGIA LTDA,,BORDERO, ,9/15/2022,9/15/2022,9/15/2022,75.62,0,0,0,0,75.62,ENTREGAS,MENSAGEIRO
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,2022004647,,DOCUSIGN BRASIL SOLUÇOES EM TENCOLOGIA LTDA ,545353,BORDERO, ,9/15/2022,9/15/2022,9/15/2022,1053.03,0,0,0,0,1053.03,N.F. NO. 545353                        ,LEGAIS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,2022004647,,DOCUSIGN BRASIL SOLUÇOES EM TENCOLOGIA LTDA ,545355,BORDERO, ,9/15/2022,9/15/2022,9/15/2022,105.30,0,0,0,0,105.30,N.F. NO. 545355                        ,LEGAIS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,2022004647,,SUL AMERICA SEGUROS DE VIDA E PREVIDENCIA S/A,,BORDERO, ,9/15/2022,9/15/2022,9/15/2022,90.18,0,0,0,0,90.18,PGTO - SEGURO DE VIDA PJ,PESSOAL - SEGURO DE VIDA
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,2022004647,,SUL AMERICA SEGUROS DE VIDA E PREVIDENCIA S/A,,BORDERO, ,9/15/2022,9/15/2022,9/15/2022,671.34,0,0,0,0,671.34,PGTO - SEGURO DE VIDA FUNC CRY,PESSOAL - SEGURO DE VIDA
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,2022004647,,AURUM SOFTMATIC LTDA,23041,BORDERO, ,9/15/2022,9/15/2022,9/15/2022,445.27,0,0,0,0.01,445.26,N.F. NO. 23041                         ,SOFTWARE - AQUISIÇÃO DE LICEN.
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,36104,,ESTABILIS CLOUD TECNOLOGIA LTDA ,7954,TRANSFERENCIA DE ARQUIVOS,TITULOS OUTROS BANCOS,9/16/2022,9/16/2022,9/16/2022,364.82,0,0,0,0,364.82,N.F. NO. 7954                          ,SOFTWARE - AQUISIÇÃO DE LICEN.
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,36173,,RICARDO COSLOP 34470060801,374,TRANSFERENCIA DE ARQUIVOS,PIX C/C,9/16/2022,9/16/2022,9/16/2022,5560.09,0,0,0,0,5560.09,N.F. NO. 374                           ,MENSAGEIRO
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,36172,,HUBERT IMOVEIS E ADMINISTRACAO LTDA,,TRANSFERENCIA DE ARQUIVOS,TITULOS OUTROS BANCOS,9/16/2022,9/16/2022,9/16/2022,1496.50,0,0,0,0,1496.50,CONDOMINIO UNID. 091,CONDOMINIO
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,36172,,HUBERT IMOVEIS E ADMINISTRACAO LTDA,,TRANSFERENCIA DE ARQUIVOS,TITULOS OUTROS BANCOS,9/16/2022,9/16/2022,9/16/2022,1378.71,0,0,0,0,1378.71,CONDOMINIO UNID. 101,CONDOMINIO
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,36172,,HUBERT IMOVEIS E ADMINISTRACAO LTDA,,TRANSFERENCIA DE ARQUIVOS,TITULOS OUTROS BANCOS,9/16/2022,9/16/2022,9/16/2022,1081.96,0,0,0,0,1081.96,CONDOMINIO UNID. 102,CONDOMINIO
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,36172,,HUBERT IMOVEIS E ADMINISTRACAO LTDA,,TRANSFERENCIA DE ARQUIVOS,TITULOS OUTROS BANCOS,9/16/2022,9/16/2022,9/16/2022,1045.70,0,0,0,0,1045.70,CONDOMINIO UNID. 103,CONDOMINIO
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,36172,,CARLOS LOPES E ELISABETE LOPES SOCIEDADE DE ADVOGADOS,662,TRANSFERENCIA DE ARQUIVOS,CREDITO EM C/C,9/16/2022,9/16/2022,9/16/2022,45623.78,0,0,0,0,45623.78,N.F. NO. 662                           ,ASSESSORIA JURIDICA
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,36172,,BUTORI E QUEIROZ SOCIEDADE DE ADVOGADOS,2016,TRANSFERENCIA DE ARQUIVOS,CREDITO EM C/C,9/16/2022,9/16/2022,9/16/2022,3304.23,0,0,0,0,3304.23,N.F. NO. 2016                          ,ASSESSORIA JURIDICA
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,36104,,ALELO INSTITUICAO DE PAGAMENTO SA,97038,TRANSFERENCIA DE ARQUIVOS,TITULOS OUTROS BANCOS,9/16/2022,9/16/2022,9/16/2022,3947.50,0,0,0,0,3947.50,DOCTO.LIB. NO. 97038 - PGTO ALELO MOBILIDADE FUNC CRY,PESSOAL - VALE TRANSPORTE
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,36172,,MARQUEZANI COMERCIO DE PRODUTOS PARA INFORMATICA LTDA,4162,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,9/19/2022,9/19/2022,9/19/2022,280.00,0,0,0,0,280.00,N.F. NO. 4162                           - REPARO DE NOBREAK APC 600 ,MANUTENÇÃO DE EQUIPAMENTOS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,36172,,BANCO ITAUCARD S A,,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,9/19/2022,9/19/2022,9/19/2022,1744.85,0,0,0,0,1744.85,CARTAO CORPORATIVO ,CARTÃO CORPORATIVO
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,36229,,MAGAZINE LUIZA S/A 0001-21,160900,TRANSFERENCIA DE ARQUIVOS,TITULOS OUTROS BANCOS,9/19/2022,9/19/2022,9/19/2022,2697.00,0,0,0,0,2697.00,DOCTO.LIB. NO. 160900 - 3 CELULARES SAMSUNG GALAXY A03 ADM/ MAESTRE ALVINE ,MATERIAL DE ESCRITORIO
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,36172,,J D R CONSULTORIA E PARTICIPACOES S A,,TRANSFERENCIA DE ARQUIVOS,CREDITO EM C/C,9/19/2022,9/19/2022,9/19/2022,5426.16,0,0,0,0,5426.16,ALUGUEL REF CONJUNTO 091 - REAJUSTE EM 03-2022 - 6 de 12,ALUGUEL
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,36172,,ELETROPAULO METROPOLITANA ELETRICIDADE DE SAO PAULO S A,,TRANSFERENCIA DE ARQUIVOS,CONCESSIONÁRIAS,9/19/2022,9/19/2022,9/19/2022,726.93,0,0,0,0,726.93,ENERGIA CONJUNTO 102 ,ENERGIA ELETRICA
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,36172,,ELETROPAULO METROPOLITANA ELETRICIDADE DE SAO PAULO S A,440564859,TRANSFERENCIA DE ARQUIVOS,CONCESSIONÁRIAS,9/19/2022,9/19/2022,9/19/2022,486.95,0,0,0,0,486.95,N.F. NO. 440564859                      - CONTA ENERGIA ELETRICA  134,ENERGIA ELETRICA
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,36172,,ELETROPAULO METROPOLITANA ELETRICIDADE DE SAO PAULO S A,440458446,TRANSFERENCIA DE ARQUIVOS,CONCESSIONÁRIAS,9/19/2022,9/19/2022,9/19/2022,211.97,0,0,0,0,211.97,N.F. NO. 440458446                      - CONTA ENERGIA 91,ENERGIA ELETRICA
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,36172,,ELETROPAULO METROPOLITANA ELETRICIDADE DE SAO PAULO S A,440454449,TRANSFERENCIA DE ARQUIVOS,CONCESSIONÁRIAS,9/19/2022,9/19/2022,9/19/2022,47.56,0,0,0,0,47.56,N.F. NO. 440454449                      - CONTA ENERGIA CONJUNTO 103,ENERGIA ELETRICA
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,36172,,ELETROPAULO METROPOLITANA ELETRICIDADE DE SAO PAULO S A,440454451,TRANSFERENCIA DE ARQUIVOS,CONCESSIONÁRIAS,9/19/2022,9/19/2022,9/19/2022,211.11,0,0,0,0,211.11,N.F. NO. 440454451                      - CONTA ENERGIA CONJUNTO 96,ENERGIA ELETRICA
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,36172,,TELEFONICA BRASIL S A (VIVO),179152234,TRANSFERENCIA DE ARQUIVOS,CONCESSIONÁRIAS,9/19/2022,9/19/2022,9/19/2022,7879.11,0,0,0,0,7879.11,N.F. NO. 179152234                     ,TELEFONIA MOVEL
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,36172,,TELEFONICA BRASIL S A (VIVO),276415565,TRANSFERENCIA DE ARQUIVOS,CONCESSIONÁRIAS,9/19/2022,9/19/2022,9/19/2022,100.31,0,0,0,0,100.31,N.F. NO. 276415565                      - TELEFONE SALA DR RICARDO ,TELEFONIA MOVEL
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,36172,,BRASLIMPO COMERCIAL LTDA,830549,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,9/19/2022,9/19/2022,9/19/2022,3121.13,0,0,0,0,3121.13,N.F. NO. 830549                        ,MATERIAL DE LIMPEZA
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,2022004738,,OF. DE REGISTRO CIVIL DAS PESSOAS NATURAIS DO 9 SUBD. VILA M,467232,BORDERO, ,9/19/2022,9/19/2022,9/19/2022,7.50,0,0,0,0,7.50,N.F. NO. 467232                        ,LEGAIS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,2022004738,,OF. DE REGISTRO CIVIL DAS PESSOAS NATURAIS DO 9 SUBD. VILA M,467374,BORDERO, ,9/19/2022,9/19/2022,9/19/2022,30.00,0,0,0,0,30.00,N.F. NO. 467374                        ,LEGAIS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,2022004738,,OF. DE REGISTRO CIVIL DAS PESSOAS NATURAIS DO 9 SUBD. VILA M,467545,BORDERO, ,9/19/2022,9/19/2022,9/19/2022,64.50,0,0,0,0,64.50,N.F. NO. 467545                        ,LEGAIS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,2022004738,,OF. DE REGISTRO CIVIL DAS PESSOAS NATURAIS DO 9 SUBD. VILA M,467566,BORDERO, ,9/19/2022,9/19/2022,9/19/2022,6.40,0,0,0,0,6.40,N.F. NO. 467566                        ,LEGAIS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,2022004738,,OF. DE REGISTRO CIVIL DAS PESSOAS NATURAIS DO 9 SUBD. VILA M,467691,BORDERO, ,9/19/2022,9/19/2022,9/19/2022,34.40,0,0,0,0,34.40,N.F. NO. 467691                        ,LEGAIS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,2022004738,,OF. DE REGISTRO CIVIL DAS PESSOAS NATURAIS DO 9 SUBD. VILA M,467709,BORDERO, ,9/19/2022,9/19/2022,9/19/2022,22.80,0,0,0,0,22.80,N.F. NO. 467709                        ,LEGAIS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,2022004738,,OF. DE REGISTRO CIVIL DAS PESSOAS NATURAIS DO 9 SUBD. VILA M,468250,BORDERO, ,9/19/2022,9/19/2022,9/19/2022,7.50,0,0,0,0,7.50,N.F. NO. 468250                        ,LEGAIS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,2022004738,,OF. DE REGISTRO CIVIL DAS PESSOAS NATURAIS DO 9 SUBD. VILA M,468380,BORDERO, ,9/19/2022,9/19/2022,9/19/2022,103.20,0,0,0,0,103.20,N.F. NO. 468380                        ,LEGAIS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,2022004738,,OF. DE REGISTRO CIVIL DAS PESSOAS NATURAIS DO 9 SUBD. VILA M,468515,BORDERO, ,9/19/2022,9/19/2022,9/19/2022,225.00,0,0,0,0,225.00,N.F. NO. 468515                        ,LEGAIS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,2022004738,,OF. DE REGISTRO CIVIL DAS PESSOAS NATURAIS DO 9 SUBD. VILA M,468919,BORDERO, ,9/19/2022,9/19/2022,9/19/2022,247.50,0,0,0,0,247.50,N.F. NO. 468919                        ,LEGAIS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,2022004738,,OF. DE REGISTRO CIVIL DAS PESSOAS NATURAIS DO 9 SUBD. VILA M,469251,BORDERO, ,9/19/2022,9/19/2022,9/19/2022,4.80,0,0,0,0,4.80,N.F. NO. 469251                        ,LEGAIS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,2022004738,,OF. DE REGISTRO CIVIL DAS PESSOAS NATURAIS DO 9 SUBD. VILA M,469374,BORDERO, ,9/19/2022,9/19/2022,9/19/2022,777.00,0,0,0,0,777.00,N.F. NO. 469374                        ,LEGAIS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,2022004738,,OF. DE REGISTRO CIVIL DAS PESSOAS NATURAIS DO 9 SUBD. VILA M,469707,BORDERO, ,9/19/2022,9/19/2022,9/19/2022,45.60,0,0,0,0,45.60,N.F. NO. 469707                        ,LEGAIS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,2022004738,,OF. DE REGISTRO CIVIL DAS PESSOAS NATURAIS DO 9 SUBD. VILA M,469829,BORDERO, ,9/19/2022,9/19/2022,9/19/2022,45.60,0,0,0,0,45.60,N.F. NO. 469829                        ,LEGAIS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,2022004738,,OF. DE REGISTRO CIVIL DAS PESSOAS NATURAIS DO 9 SUBD. VILA M,469961,BORDERO, ,9/19/2022,9/19/2022,9/19/2022,675.00,0,0,0,0,675.00,N.F. NO. 469961                        ,LEGAIS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,2022004738,,OF. DE REGISTRO CIVIL DAS PESSOAS NATURAIS DO 9 SUBD. VILA M,470086,BORDERO, ,9/19/2022,9/19/2022,9/19/2022,7.50,0,0,0,0,7.50,N.F. NO. 470086                        ,LEGAIS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,2022004738,,OF. DE REGISTRO CIVIL DAS PESSOAS NATURAIS DO 9 SUBD. VILA M,470240,BORDERO, ,9/19/2022,9/19/2022,9/19/2022,34.20,0,0,0,0,34.20,N.F. NO. 470240                        ,LEGAIS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,2022004738,,OF. DE REGISTRO CIVIL DAS PESSOAS NATURAIS DO 9 SUBD. VILA M,470405,BORDERO, ,9/19/2022,9/19/2022,9/19/2022,22.80,0,0,0,0,22.80,N.F. NO. 470405                        ,LEGAIS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,36229,,SBS COMERCIO E INFORMATICA LTDA,5908,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,9/19/2022,9/19/2022,9/19/2022,8859.05,0,0,0,0,8859.05,N.F. NO. 5908                          ,SOFTWARE - AQUISIÇÃO DE LICEN.
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,36172,,BOA VISTA SERVIÇOS S.A,318986,TRANSFERENCIA DE ARQUIVOS,TITULOS OUTROS BANCOS,9/19/2022,9/19/2022,9/19/2022,934.58,0,0,0.01,0,934.59,N.F. NO. 318986                        ,SOFTWARE - AQUISIÇÃO DE LICEN.
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,2022004673,,FOLHA DE PAGAMENTO,,BORDERO, ,9/19/2022,9/19/2022,9/19/2022,103354.00,0,0,0,0,103354.00,ADIANTAMENTO FOLHA 09.2022,PESSOAL - ADIANTAMENTOS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,36173,,GPBR PARTICIPAÇÕES LTDA,630623,TRANSFERENCIA DE ARQUIVOS,PIX C/C,9/19/2022,9/19/2022,9/19/2022,1507.71,0,0,0,0,1507.71,N.F. NO. 630623                        ,PESSOAL - CURSOS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,36261,,RYPE PARTICIPACOES E EMPREENDIMENTOS LTDA,,TRANSFERENCIA DE ARQUIVOS,CREDITO EM C/C,9/19/2022,9/19/2022,9/19/2022,436000.00,0,0,0,0,436000.00,DEVOLUÇAO NESTA DATA ,C/C -  COM RYPE
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,36172,,ARQUIVEI SERVIÇOS ON LINE LTDA,338855,TRANSFERENCIA DE ARQUIVOS,TITULOS OUTROS BANCOS,9/20/2022,9/20/2022,9/20/2022,990.30,0,0,0,0,990.30,DOCTO.LIB. NO. 338855 - MENSALIDADE REF ANEXO DE NOTAS,SOFTWARE - AQUISIÇÃO DE LICEN.
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,36227,,MINIST  ECONOMIA FAZENDA E PLANEJAMENTO,75089,TRANSFERENCIA DE ARQUIVOS,DARF,9/20/2022,9/20/2022,9/20/2022,212.60,0,0,0,0,212.60,IRRF -  N.F.: 75089 - SOLO NETWORK BRASIL S.A.,SOFTWARE - AQUISIÇÃO DE LICEN.
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,36228,,MINIST  ECONOMIA FAZENDA E PLANEJAMENTO,75089,TRANSFERENCIA DE ARQUIVOS,DARF,9/20/2022,9/20/2022,9/20/2022,659.06,0,0,0,0,659.06,PCC -  N.F.: 75089 - SOLO NETWORK BRASIL S.A.,SOFTWARE - AQUISIÇÃO DE LICEN.
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,36227,,MINIST  ECONOMIA FAZENDA E PLANEJAMENTO,46860,TRANSFERENCIA DE ARQUIVOS,DARF,9/20/2022,9/20/2022,9/20/2022,19.78,0,0,0,0,19.78,IRRF -  N.F.: 46860 - SENIOR SISTEMAS S/A,SOFTWARE - AQUISIÇÃO DE LICEN.
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,36228,,MINIST  ECONOMIA FAZENDA E PLANEJAMENTO,46860,TRANSFERENCIA DE ARQUIVOS,DARF,9/20/2022,9/20/2022,9/20/2022,61.32,0,0,0,0,61.32,PCC -  N.F.: 46860 - SENIOR SISTEMAS S/A,SOFTWARE - AQUISIÇÃO DE LICEN.
